BOND_CODE,BOND_NAME,FACILITY_CODE,FACILITY_NAME,IND_NAME,STATUS,BASEL_FG,RULE_1,RULE_2,RULE_3,RULE_4,RULE_5,SENIORITY_RANKING
RD040184,MIDF CP 183D 05.01.2005,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RC040247,MIDF CP 90D 15.12.2004,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RC050006,MIDF CP 89D 14.03.2005,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RC040337,MIDF CP 89D 14.03.2005,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RC040340,MIDF CP 91D 21.03.2005,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RD050001,MIDF CP 180D 04.07.2005,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RC050056,MIDF CP 86D 15.06.2005,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RC050049,MIDF CP 93D 15.06.2005,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RC050137,MIDF CP 92D 15.09.2005,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RD050159,MIDF CP 184D 04.01.2006,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RC050227,MIDF CP 91D 15.12.2005,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RC050324,MIDF CP 90D 15.03.2006,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RD060001,MIDF CP 181D 04.07.2006,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RC060075,MIDF CP 92D 15.06.2006,199950034,MIDF RM200M RUF,Development Bank,R,N,0,0,0,0,0,Senior
PI00194W,SABAH DEV 7.500% 06.10.2005,200000050,SABAH DEV RM320M NON-CONV. RUB,Development Bank,R,N,0,0,0,0,0,Senior
PS00196F,BPIMB RM500.0 Million 7.000% 30.10.2015,200000054,BPIMB $2.5B INFRA. NOTES PROG.,Development Bank,R,N,0,0,0,0,0,Senior
PZ00197S,BPIMB RM500 Million 7.500% 30.10.2025,200000054,BPIMB $2.5B INFRA. NOTES PROG.,Development Bank,A,N,0,0,0,0,0,Senior
RB050251,SABAHDEV CP 34D 08.11.2005,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA050284,SABAHDEV CP 30D 08.12.2005,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA050315,SABAHDEV CP 29D 06.01.2006,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB060002,SABAHDEV CP 32D 07.02.2006,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA060036,SABAHDEV CP 30D 09.03.2006,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB060069,SABAHDEV CP 32D 10.04.2006,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA060107,SABAHDEV CP 30D 10.05.2006,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA060141,SABAHDEV CP 30D 09.06.2006,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB060167,SABAHDEV CP 32D 11.07.2006,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA060188,SABAHDEV CP 31D 24.07.2006,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA060228,SABAHDEV CP 31D 24.08.2006,200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA060384,SABAHDEV CP 31D 18.01.2007 (Issue No.79),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB070031,SABAHDEV CP 32D 27.02.2007 (Issue No.80),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070037,SABAHDEV CP 31D 02.03.2007 (Issue No.81),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070049,SABAHDEV CP 30D 15.03.2007 (Issue No.82),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070071,SDBB CP 30D 29.03.2007 (Issue No.83),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070077,SDBB CP 30D 30.03.2007 (Issue No.85),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB070076,SDBB CP 32D 03.04.2007 (Issue No.84),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB070115,SDBB CP 32D 30.04.2007 (Issue No.86),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB070117,SDBB CP 34D 03.05.2007 (Issue No.87),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB070126,SDBB CP 35D 07.05.2007 (Issue No.89),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070127,SDBB CP 31D 04.05.2007 (Issue No.88),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070163,SDBB CP 29D 29.05.2007 (Issue No.90),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB070164,SDBB CP 33D 05.06.2007 (Issue No.91),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB070165,SDBB CP 33D 06.06.2007 (Issue No.92),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB070166,SDBB CP 32D 08.06.2007 (Issue No.93),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070194,SDBB CP 31D 21.06.2007 (Issue No.94),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070201,SDBB CP 31D 29.06.2007 (Issue No.95),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070216,SDBB CP 30D 05.07.2007 (Issue No. 96),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070217,SDBB CP 30D 06.07.2007 (Issue No. 97),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB070218,SDBB CP 33D 11.07.2007 (Issue No. 98),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB070245,SDBB CP 33D 24.07.2007 (Issue No. 99),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070267,SDBB CP 29D 03.08.2007 (Issue No. 100),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070268,SDBB CP 31D 06.08.2007 (Issue No. 101),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070283,SDBB CP 30D 10.08.2007 (Issue No. 102),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070300,SDBB CP 31D 24.08.2007 (Issue No. 103),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070313,SDBB CP 31D 03.09.2007 (Issue No. 104),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070314,SDBB CP 31D 06.09.2007 (Issue No. 105),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070326,SDBB CP 31D 10.09.2007 (Issue No. 106),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070343,SDBB CP 31D 24.09.2007 (Issue No. 107),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070357,SDBB CP 30D 03.10.2007 (Issue No. 108),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070369,SDBB CP 29D 04.10.2007 (Issue No. 109),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070370,SDBB CP 29D 05.10.2007 (Issue No. 110),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070371,SDBB CP 30D 10.10.2007 (Issue No. 111),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070395,SDBB CP 30D 24.10.2007 (Issue No. 112),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070414,SDBB CP 30D 02.11.2007 (Issue No. 113),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070415,SDBB CP 31D 05.11.2007 (Issue No. 114),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070427,SDBB CP 30D 09.11.2007 (Issue No. 115),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070428,SDBB CP 29D 09.11.2007 (Issue No. 116),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070446,SDBB CP 30D 23.11.2007 (Issue No. 117),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070453,SDBB CP 28D 30.11.2007 (Issue No. 118),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070467,SDBB CP 30D 05.12.2007 (Issue No. 119),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070478,SDBB CP 31D 10.12.2007 (Issue No. 120),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070479,SDBB CP 30D 13.12.2007 (Issue No. 121),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070491,SDBB CP 28D 21.12.2007 (Issue No. 122),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070514,SDBB CP 28D 28.12.2007 (Issue No. 123),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070513,SDBB CP 30D 04.01.2008 (Issue No. 124),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070521,SDBB CP 30D 09.01.2008 (Issue No. 125),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070522,SDBB CP 29D 11.01.2008 (Issue No. 126),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070540,SDBB CP 30D 18.01.2008 (Issue No. 127),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA070550,SDBB CP 31D 28.01.2008 (Issue No. 128),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080003,SDBB CP 31D 04.02.2008 (Issue No. 129),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080004,SDBB CP 29D 05.02.2008 (Issue No. 130),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080017,SDBB CP 31D 14.02.2008 (Issue No. 131),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080031,SDBB CP 29D 15.02.2008 (Issue No. 132),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080032,SDBB CP 31D 18.02.2008 (Issue No. 133),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080042,SDBB CP 31D 25.02.2008 (Issue No. 134),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080043,SDBB CP 31D 28.02.2008 (Issue No. 135),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080048,SDBB CP 31D 29.02.2008 (Issue No. 136),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB080062,SDBB CP 32D 03.03.2008 (Issue No.137),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080068,SDBB CP 30D 05.03.2008 (Issue No. 138),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080078,SDBB CP 29D 14.03.2008 (Issue No. 140),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080079,SDBB CP 31D 17.03.2008 (Issue No. 141),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080080,SDBB CP 30D 19.03.2008 (Issue No. 142),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080092,SDBB CP 31D 24.03.2008 (Issue No . 143),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080093,SDBB CP 30D 26.03.2008 (Issue No. 144),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080094,SDBB CP 29D 28.03.2008 (Issue No. 145),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080095,SDBB CP 31D 31.03.2008 (Issue No. 146),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080120,SDBB CP 31D 03.04.2008 (Issue No. 147),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080121,SDBB CP 30D 04.04.2008 (Issue No. 148),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080143,SDBB CP 30D 18.04.2008 (Issue No. 149),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080149,SDBB CP 30D 24.04.2008 (Issue No. 150),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080150,SDBB CP 29D 24.04.2008 (Issue No. 151),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080151,SDBB CP 31D 28.04.2008 (Issue No. 152),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080152,SDBB CP 28D 28.04.2008 (Issue No. 153),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RB080171,SDBB CP 32D 05.05.2008 (Issue No. 154),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
RA080172,SDBB CP 31D 05.05.2008 (Issue No. 155),200100028,SABAH DEV RM500M RUF,Development Bank,R,N,0,0,0,0,0,Senior
PN01037W,MAYBANK 5.650% 16.05.2011,200100029,MAYBANK $610M SUBORD BONDS,Commercial Bank,R,N,0,0,0,1,0,Subordinated
DN01569H,BUMICOMBK 0.000% 27.05.2011,200100031,CIMB BANK RM667M ICULS,Commercial Bank,R,N,0,0,0,0,0,Senior
PN01043W,ALLIANCEB 10Year NonCall 5Year Sub Debt,200100036,ALLIANCEB RM535M SUBORD BONDS,Commercial Bank,R,N,0,0,0,1,0,Subordinated
PI01397F,AFFINBANK 8.00000% 29.12.2006,200100099,AFFINBANK RM500M 5-YR RUSB-A,Commercial Bank,R,N,0,0,0,0,0,Senior
PI01398Z,AFFINBANK 8.50000% 29.12.2006,200100100,AFFINBANK RM100M 5-YR RUSB-B,Commercial Bank,R,N,0,0,0,0,0,Senior
PN02076A,AMFINANCE 7.00000% 14.08.2012,200200046,AMFINANCE RM250M SUBLOAN NOTES,Commercial Bank,R,N,0,0,0,1,0,Subordinated
PN02118X,SOUTHERN RM300M 10YR SUBBONDS,200200081,SOUTHERN RM300M 10YR SUB-BONDS,Commercial Bank,R,N,0,0,0,1,0,Subordinated
PE02120W,RHBSAKURA 8.20000% 07.12.2012,200200084,RHBSAKURA RM165.0M SUB-BONDS,Investment Banking and Brokerage,R,N,0,0,0,1,0,Subordinated
PN02126N,RHB BANK RM800M 6.85%SUBBONDS 24.12.2012,200200095,RHB BANK RM800.0M SUB-BONDS,Commercial Bank,R,N,0,0,0,1,0,Subordinated
PI03003H,MIDF 6.00% T1 INC SEC BG BOND 25.01.2008,200300004,MIDF RM150M T1 INC SEC BG BOND,Development Bank,R,N,0,0,0,0,0,Senior
PI03004T,MIDF 7.80% T2 INC SEC BOND 25.01.2008,200300005,MIDF RM150M T2 INC SEC BOND,Development Bank,R,N,0,0,1,0,0,Tier 2 Capital
RD040259,MIDF CP 181D 24.03.2005,200300033,MIDF RM150M CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
RC050068,MIDF CP 92D 24.06.2005,200300033,MIDF RM150M CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
RC050153,MIDF CP 91D 23.09.2005,200300033,MIDF RM150M CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
RD050237,MIDF CP 181D 23.03.2006,200300033,MIDF RM150M CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SD040244,MIDF ICP 181D 03.03.2005,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SD040303,MIDF ICP 181D 05.05.2005,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SD050072,MIDF ICP 183D 02.09.2005,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SD050113,MIDF ICP 183D 11.10.2005,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SE050149,MIDF ICP 365D 05.05.2006,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SE050294,MIDF ICP 364D 01.09.2006,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SD050298,MIDF ICP 181D 09.03.2006,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC050339,MIDF ICP 92D 11.01.2006,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC050341,MIDF ICP 92D 11.01.2006,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC050358,MIDF ICP 92D 25.01.2006,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC060180,MIDF ICP 91D 04.08.2006,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC060337,MIDF ICP 91D 03.11.2006,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC060380,MIDF ICP 91D 01.12.2006,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC060493,MIDF ICP 91D 02.02.2007,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC060552,MIDF ICP 90D 01.03.2007,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC070059,MIDF ICP 89D 02.05.2007,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC070112,MIDF ICP 92D 01.06.2007,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC070248,MIDF ICP 92D 03.08.2007,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
SC070314,MIDF ICP 94D 03.09.2007,200300037,MIDF RM50M MURABAHAH CP/MTN,Development Bank,R,N,0,0,0,0,0,Senior
PN03053V,AMFINANCE SUB-BONDS 30.04.2013,200300043,AMFINANCE RM200M SUB BONDS,Commercial Bank,R,N,0,0,0,1,0,Subordinated
RC060402,KENANGA CP 90D 28.03.2007,200300101,KNB RM250.0M NIF,Investment Banking and Brokerage,R,N,0,0,0,0,0,Senior
PN03129A,AMMERCHANT 6.50000% 30.09.2013,200300116,AMMERCHANT RM460m Sub-Bonds,Investment Banking and Brokerage,R,N,0,0,0,1,0,Subordinated
PI04025Z,SPIB 3.00000% 25.03.2009,200400028,SPIB RM60.0M 5-YR 3% RCULS,Investment Banking and Brokerage,R,N,0,0,0,0,0,Senior
PI04204W,ADB 3.94000% 10.11.2009,200400114,ADB RM400M FIXED RATE BONDS,Development Bank,R,N,0,0,0,0,0,Senior
PE04211V,SCBMB 0.00000% 21.12.2005,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PF04212W,SCBMB 0.00000% 21.06.2006,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PG04214X,SCBMB 0.00000% 21.06.2007,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PG04215W,SCBMB 0.00000% 21.12.2007,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PF04213N,SCBMB 0.00000% 21.12.2006,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PI04218H,SCBMB 0.00000% 19.06.2009,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PH04217X,SCBMB 0.00000% 19.12.2008,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PJ04225Z,SCBMB 0.00000% 21.12.2010,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PJ04221V,SCBMB 0.00000% 21.06.2010,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PI04220E,SCBMB 0.00000% 21.12.2009,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PH04216T,SCBMB 0.00000% 20.06.2008,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PD04210E,SCBMB 0.00000% 21.06.2005,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PK04223N,SCBMB 0.00000% 21.06.2011,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
PK04224V,SCBMB 0.00000% 21.12.2011,200400126,SCBMB RM186.2M PAYMENT NOTES,Commercial Bank,R,N,0,0,0,0,0,Senior
DI050204,IBRD 0.00000% 12.05.2010,200500031,IBRD RM760M ABBA BONDS,Development Bank,R,N,0,0,0,0,0,Senior
PO050017,AMMERCH 4.750% 30.10.2015,200500091,AMMERCH RM200M SUB TIER 2 BONDS,Investment Banking and Brokerage,R,N,0,0,1,1,0,Tier 2 Capital
DO051889,MAYBANK 0% 24.11.2015,200500109,MAYBANK ISLAMIC SUBORDINATED BONDS RM1.0 BILLION ON A 10 NON-CALLABLE 5 BASIS,Commercial Bank,R,N,0,0,0,1,0,Subordinated
VN060508,BPMB IMTN 0% 25.04.2016 - MTN 1,200600027,BPMB RM7.0B ISLAMIC MTN,Development Bank,R,N,0,0,0,0,0,Senior
VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,200600027,BPMB RM7.0B ISLAMIC MTN,Development Bank,A,N,0,0,0,0,0,Senior
VW160332,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,200600027,BPMB RM7.0B ISLAMIC MTN,Development Bank,A,N,0,0,0,0,0,Senior
VN160330,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,200600027,BPMB RM7.0B ISLAMIC MTN,Development Bank,A,N,0,0,0,0,0,Senior
VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,200600027,BPMB RM7.0B ISLAMIC MTN,Development Bank,A,N,0,0,0,0,0,Senior
VN170041,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,200600027,BPMB RM7.0B ISLAMIC MTN,Development Bank,A,N,0,0,0,0,0,Senior
VI170040,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,200600027,BPMB RM7.0B ISLAMIC MTN,Development Bank,R,N,0,0,0,0,0,Senior
VG100059,BPMB Guaranteed IMTN 0% 12.04.2013 - Issue No 2,200600027_1,BPMB RM7.0B ISLAMIC MTN (Guaranteed),Development Bank,R,N,0,0,0,0,0,Senior
VS140224,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,200600027_1,BPMB RM7.0B ISLAMIC MTN (Guaranteed),Development Bank,A,N,0,0,0,0,0,Senior
VK140222,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,200600027_1,BPMB RM7.0B ISLAMIC MTN (Guaranteed),Development Bank,R,N,0,0,0,0,0,Senior
VX140225,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,200600027_1,BPMB RM7.0B ISLAMIC MTN (Guaranteed),Development Bank,A,N,0,0,0,0,0,Senior
VN140223,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,200600027_1,BPMB RM7.0B ISLAMIC MTN (Guaranteed),Development Bank,A,N,0,0,0,0,0,Senior
UI060067,BPMB MTN 1826D 25.4.2011-MTN 1,200600028,BPMB RM7.0B CONVENTIONAL MTN,Development Bank,R,N,0,0,0,0,0,Senior
US060068,BPMB MTN 5477D 23.4.2021-MTN 2,200600028,BPMB RM7.0B CONVENTIONAL MTN,Development Bank,R,N,0,0,0,0,0,Senior
UG100018,BPMB Guaranteed MTN 1096D 12.4.2013 - Issue No 3,200600028_1,BPMB RM7.0B CONVENTIONAL MTN (Guaranteed),Development Bank,R,N,0,0,0,0,0,Senior
UI100019,BPMB Guaranteed MTN 1824D 10.4.2015 - Issue No 4,200600028_1,BPMB RM7.0B CONVENTIONAL MTN (Guaranteed),Development Bank,R,N,0,0,0,0,0,Senior
US160012,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,200600028_1,BPMB RM7.0B CONVENTIONAL MTN (Guaranteed),Development Bank,A,N,0,0,0,0,0,Senior
UK160011,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,200600028_1,BPMB RM7.0B CONVENTIONAL MTN (Guaranteed),Development Bank,R,N,0,0,0,0,0,Senior
UI060069,ADB MTN 1826D 25.4.2011,200600029,ADB RM3.8B MTN,Development Bank,R,N,0,0,0,0,0,Senior
UN070014,ADB MTN 3653D 08.2.2017,200600029,ADB RM3.8B MTN,Development Bank,R,N,0,0,0,0,0,Senior
PK060051,KFW 4.600% 13.05.2013,200600035,KfW RM500M FIXED RATE BONDS,Development Bank,R,N,0,0,0,0,0,Senior
DP060152,MAYBANK 0% 15.05.2018,200600037,MAYBANK ISLAMIC SUBORDINATED BONDS RM1.5 BILLION ON A 12 NON-CALLABLE 7 BASIS,Commercial Bank,R,N,0,0,0,1,0,Subordinated
PN060052,ALLIANCEB 6.090% 26.05.2016,200600049,ALLIANCEB RM600M 6.09% SUB-BONDS,Commercial Bank,R,N,0,0,0,1,0,Subordinated
PG060058,SDBB 5.700% 10.07.2009-TRANCHE 1,200600062,SDBB RM500.0 M FIXED RATE BONDS,Development Bank,R,N,0,0,0,0,0,Senior
